id,reasoning,brand,model,imputed_year,imputed_mileage_km,has_aftermarket_mods
1213,Brand detected: VinFast from title; model Feliz S; no production year or mileage mentioned; no aftermarket mods.,VinFast,Feliz S,,,False
1214,Brand detected: VinFast from title; model Evo neo; no production year mentioned; mileage not given; listed as BSTP with full accessories but no aftermarket mods.,VinFast,Evo neo,,,False
1215,Brand detected: Dibao; model Gogo Cross; production year explicitly mentioned as 2023; mileage not mentioned; no aftermarket mods.,Dibao,Gogo Cross,2023.0,,False
1216,Brand not in standard list (Before All); model BF 150S; production year explicitly mentioned as 2026; mileage not mentioned; no aftermarket mods.,,BF 150S,2026.0,,False
1217,Brand detected: VinFast from title; model Ludo; mileage indicated as Odo 9k (9000 km); no production year mentioned; no aftermarket mods.,VinFast,Ludo,,9000.0,False
1218,Brand: Pega; Model: Aura 9; Imputed year: 2024; Mileage: null; Aftermarket mods: false. Title mentions Pega Aura 9; no explicit mileage or mods.,Pega,Aura 9,2024.0,,False
1219,Brand: unknown; Model: X-Men; Year: null; Mileage: null; Aftermarket mods: false. Description does not specify brand or year/mileage; no mods stated.,,X-Men,,,False
1220,"Brand: VinFast; Model: Evo Grand; Year: 2026; Mileage: 3300; Aftermarket mods: false. ODO shows 3,300 km; registration year 2026; battery is stock.",VinFast,Evo Grand,2026.0,3300.0,False
1221,Brand: VinFast; Model: Evo Grand 1 Pin; Year: null; Mileage: null; Aftermarket mods: false. Description indicates Evo Grand 1 Pin; no mods mentioned.,VinFast,Evo Grand 1 Pin,,,False
1222,"Brand: Honda; Model: Zoomer; Year: null; Mileage: null; Aftermarket mods: false. Zoomer is a Honda model; no year/mileage stated, no mods.",Honda,Zoomer,,,False
1223,Brand not in standard list (TailG/TaiLG not mapped); model GR56; no year or mileage mentioned; aftermarket mods: false.,,GR56,,,False
1224,Brand not in standard list (DK bike not mapped); model Roma Lite; no year or mileage mentioned; aftermarket mods: false.,,Roma Lite,,,False
1225,Brand not in standard list (Lavia not in map); model Lavia SX (2 phanh đĩa); no year or mileage mentioned; aftermarket mods: false.,,Lavia SX,,,False
1226,No standard brand listed; model 102 thế gioi; xe được mô tả là tự chế (homebuilt); aftermarket mods: true.,,102 thế gioi,,,True
1227,Brand: VinFast (mapped); model Evo Grand Lite; no year or mileage mentioned; aftermarket mods: false.,VinFast,Evo Grand Lite,,,False
1228,Detected brand VinFast and model Klara A2 from title. No year or mileage mentioned. No aftermarket mods.,VinFast,Klara A2,,,False
1229,No brand/model identified; mentions 70 km per charge as range.,,,,70.0,False
1230,Brand not in standard list; no model specified; no mileage.,,,,,False
1231,Rental listing with no vehicle specs; all fields unknown.,,,,,False
1232,Listed as used '133M' but brand/model not identifiable; mileage per charge not explicit; set null.,,,,,False
1233,Brand not in the standard list; setting brand to null. Model inferred as 'Xmen'. Mileage/year not stated; set to null. No aftermarket mods mentioned; has_aftermarket_mods is false.,,Xmen,,,False
1234,Brand not in the standard list; setting brand to null. Model inferred as 'Dexing'. Mileage/year not stated; set to null. No aftermarket mods mentioned; has_aftermarket_mods is false.,,Dexing,,,False
1235,Brand not in the standard list due to mixed references ('Kazuki' and 'Xmen'). Model set to 'Kazuki Xmen'. Mileage/year not stated; set to null. No aftermarket mods mentioned; has_aftermarket_mods is false.,,Kazuki Xmen,,,False
1236,Brand not in the standard list ('Osakar' not in the allowed brands). Model set to 'Osakar Vespa'. Mileage/year not stated; set to null. No aftermarket mods mentioned; has_aftermarket_mods is false.,,Osakar Vespa,,,False
1237,Brand matches standard list ('VinFast'). Model set to 'Feliz S'. Mileage/year not stated; set to null. No aftermarket mods mentioned; has_aftermarket_mods is false.,VinFast,Feliz S,,,False
1243,DatBike brand detected; model Quantum S3; year 2026; mileage ~500 km; no aftermarket mods.,Dat Bike,Quantum S3,2026.0,500.0,False
1244,"Brand not in allowed list (Tailg), model T71; mileage 1000 km; fork upgrade mentioned, implying aftermarket mods.",,T71,,1000.0,True
1245,"Datbike S1; year 2025; odometer 10,000 km; no aftermarket mods.",Dat Bike,S1,2025.0,10000.0,False
1246,"Vento Neo; year 2025; odometer 10,000 km; brand not in allowed list; no mods.",,Neo,2025.0,10000.0,False
1247,Tailg GR56; brand not in allowed list; model GR56; year/mileage not specified; no mods mentioned.,,GR56,,,False
1253,Brand not in standard list; model GR55; no year/mileage mentioned; no aftermarket mods indicated.,,GR55,,,False
1254,Brand not in standard list; model GR55; no year/mileage mentioned; no aftermarket mods indicated.,,GR55,,,False
1255,Brand VinFast recognized; model Klara S1; no year/mileage mentioned; no aftermarket mods indicated.,VinFast,Klara S1,,,False
1256,Brand VinFast recognized; model Evo Maxx; year 2026 mentioned; no mileage indicated; no aftermarket mods indicated.,VinFast,Evo Maxx,2026.0,,False
1257,Brand VinFast recognized; model Evo Max; mileage 1000 km mentioned; no year mentioned; no aftermarket mods indicated.,VinFast,Evo Max,,1000.0,False
1248,Brand: VinFast; Model: Evo200; Imputed year: 2025; Imputed mileage km: 23000; Has aftermarket mods: false.,VinFast,Evo200,2025.0,23000.0,False
1249,Brand: unknown; Model: Latina Vi 2.0; Year: null; Mileage: null; Has aftermarket mods: false.,,Latina Vi 2.0,,,False
1250,Brand: VinFast; Model: EVOLITE NEO; Year: null; Mileage: null; Has aftermarket mods: false.,VinFast,EVOLITE NEO,,,False
1251,Brand: unknown; Model: Theons 2025; Year: 2025; Mileage: 6500; Has aftermarket mods: false.,,Theons 2025,2025.0,6500.0,False
1252,Brand: VinFast; Model: EVOGRAND LITE; Year: null; Mileage: null; Has aftermarket mods: false.,VinFast,EVOGRAND LITE,,,False
1238,Brand Vespa not in standard mapping; no explicit production year or odometer mileage; listed range 60-70 km refers to distance per charge; no aftermarket mods mentioned.,,,,,False
1239,Year 2022 mentioned; brand Vespa not in standard mapping; no explicit odometer mileage; no aftermarket mods mentioned (range 40-50km per charge).,,Vespa,2022.0,,False
1240,VinFast Evo 200 identified; year and mileage not specified.,VinFast,Evo 200,,,False
1241,Brand SMB not in standard mapping; model Neo inferred from listing; no year or mileage provided.,,Neo,,,False
1242,VinFast Feliz 2025 detected; mileage 80 km; no aftermarket mods mentioned.,VinFast,Feliz,2025.0,80.0,False
1263,Brand detected: Giant. Model identified: 133s. No explicit year or ODO mileage mentioned. No aftermarket mods stated.,Giant,133s,,,False
1264,Brand detected: VinFast. Model: Feliz. Year mentioned: 2025. New/unregistered status noted. No aftermarket mods mentioned.,VinFast,Feliz,2025.0,,False
1265,Brand not clearly in the allowed set. Model inferred as EvoGand. Year: 2026. ODO: 200km mentioned. No aftermarket mods indicated.,,EvoGand,2026.0,200.0,False
1266,Brand not clearly in the allowed set. Model inferred as Lavia Plus. Year: 2026. Mileage not mentioned.,,Lavia Plus,2026.0,,False
1267,Brand not clearly in the allowed set. Model inferred as Milan. Year: not mentioned. Mileage: not mentioned.,,Milan,,,False
1268,Mileage inferred from '1000km'. Brand not in standardized list; model inferred as VeroX. No aftermarket mods mentioned.,,VeroX,,1000.0,False
1269,Year mentioned as 2026; no mileage stated. Brand not standardized; model inferred as Vespa Lavia GX.,,Vespa Lavia GX,2026.0,,False
1270,Mileage indicated as 10.000KM; no year stated. Brand not standardized; model inferred as Vento Neo.,,Vento Neo,,10000.0,False
1271,Brand Dibao identified; model Vespa Pansy. No mileage or year stated.,Dibao,Vespa Pansy,,,False
1272,Brand VinFast identified; model Feliz. Year 2026; mileage 4800km.,VinFast,Feliz,2026.0,4800.0,False
1258,Brand unknown; model 'Quatums2 S2'; mileage and year not specified; no aftermarket mods inferred.,,Quatums2 S2,,,False
1259,Brand: VinFast. Model: Feliz. Year: 2025 mentioned. Mileage: 4K km. Aftermarket mods: seat upgrade (nệm kymdan).,VinFast,Feliz,2025.0,4000.0,True
1260,Brand: unknown (Vespa Evo Max). Model: Vespa Evo Max. Mileage: 100 km stated (ambiguous; treated as 100). Mods: none explicit.,,Vespa Evo Max,,100.0,False
1261,Brand: VinFast. Model: Evo200. Odometer: 15k km. Potential suspension upgrade mentioned (phuộc). Modifications: yes.,VinFast,Evo200,,15000.0,True
1262,Brand: VinFast. Model: Feliz. Year: 2025. Mileage: ~6500 km. Stock condition implied (no mods).,VinFast,Feliz,2025.0,6500.0,False
1273,HuGo electric motorcycle; brand not in standard list; model HuGo; no explicit year or odometer mentioned; no aftermarket mods indicated; financing available.,,HuGo,,,False
1274,Vespa electric scooter listing; brand not in standard list; model Vespa; no year/mileage mentioned; no aftermarket mods indicated; financing available.,,Vespa,,,False
1275,Zoomer electric scooter; model Zoomer; Anbico not in standard brands; mentions range per charge 40–45 km and financing; no year/mileage provided.,,Zoomer,,42.0,False
1276,V1 Plus electric scooter; brand VinFast detected from model context; model V1 Plus; new unit; no year/mileage; no aftermarket mods mentioned.,VinFast,V1 Plus,,,False
1277,VC electric scooter; model VC; brand not in standard list; financing available; no year/mileage provided.,,VC,,,False
1283,No year or mileage mentioned in title/desc. Model inferred as '133'. Brand unknown. No aftermarket mods indicated.,,133,,,False
1284,Brand Yadea detected from title; model inferred as 'Orla'. Mileage around 2000 km stated. Year not mentioned.,Yadea,Orla,,2000.0,False
1285,Model inferred as 'Sweetea'. Brand not clearly stated. Year 2025 present in title. No mileage indicated.,,Sweetea,2025.0,,False
1286,Brand VinFast detected; model Feliz. Year 2025. Mileage 2300 km. No mods indicated.,VinFast,Feliz,2025.0,2300.0,False
1287,Model inferred as 'Type3 Pro'. Brand not specified. No year or mileage mentioned.,,Type3 Pro,,,False
1278,Brand not in the standard mapped list. Model identified as 'Lavia SX'. Imputed year 2026 found in title. No mileage mentioned. No aftermarket mods indicated.,,Lavia SX,2026.0,,False
1279,Brand not in the standard mapped list. Model identified as 'A2'. No year or mileage mentioned. No aftermarket mods indicated.,,A2,,,False
1280,Brand not in the standard mapped list. Model identified as 'Lavara'. Imputed year 2026 found in title. No mileage mentioned. No aftermarket mods indicated.,,Lavara,2026.0,,False
1281,Brand not in the standard mapped list. Model identified as 'Lavia'. Imputed year 2026 found in title. No mileage mentioned. No aftermarket mods indicated.,,Lavia,2026.0,,False
1282,Brand not in the standard mapped list. Model identified as 'Lavia'. Imputed year 2026 found in title. No mileage mentioned. No aftermarket mods indicated.,,Lavia,2026.0,,False
1288,Brand: VinFast; Model: Feliz S; Imputed year: 2023; Mileage: 29000 km; Aftermarket mods: not specified (null).,VinFast,Feliz S,2023.0,29000.0,False
1289,Brand: unknown; Model: Songo Lyn; Year: 2026; Mileage: not specified; Aftermarket mods: unknown (null).,,Songo Lyn,2026.0,,True
1290,Brand: Yadea; Model: Gau Dau; Imputed year: 2023 (from Oct 2023); Mileage: 8000 km; Aftermarket mods: not specified (null).,Yadea,Gau Dau,2023.0,8000.0,False
1291,Brand: unknown; Model: Typ 3; Purchase date May 2026; Mileage: 50 km; Imputed year: null.,,Typ 3,,50.0,False
1292,Brand: Pega; Model: Cap AS+; Year: 2025; Mileage: 9500 km; Aftermarket mods: not specified (null).,Pega,Cap AS+,2025.0,9500.0,False
1293,Brand inferred from title as VinFast; model inferred as Evo Grand; mileage 100 km inferred from 'Lướt 100km'; year not specified; no aftermarket mods detected.,VinFast,Evo Grand,,100.0,False
1294,"Brand inferred as VinFast; model inferred as Verox; mileage inferred from 'chưa tới 3000km' as 3000; aftermarket mods detected (dán keo, pin thêm, kính thay, tay cầm thay); year not specified.",VinFast,Verox,,3000.0,True
1295,Brand inferred as Yadea; model inferred as S3 PRO; range per charge 70-80 km noted (not total mileage); year and total mileage not specified; no aftermarket mods.,Yadea,S3 PRO,,,False
1296,Year mentioned (2022) but brand not in allowed list; model inferred as Gogo; mileage not specified; no aftermarket mods.,,Gogo,2022.0,,False
1297,Brand inferred as VinFast; model inferred as Evo Max; mileage 1000 km noted; year not specified; no aftermarket mods.,VinFast,Evo Max,,1000.0,False
1298,Brand: VinFast; Model: Zgoo; Year: null; Mileage: null; Aftermarket mods: false.,VinFast,Zgoo,,,False
1299,Brand: Yadea; Model: S3 Pro; Year: 2024; Mileage: 7500; Aftermarket mods: false.,Yadea,S3 Pro,2024.0,7500.0,False
1300,Brand: VinFast; Model: Feliz S; Year: 2025; Mileage: 4000; Aftermarket mods: false.,VinFast,Feliz S,2025.0,4000.0,False
1301,Brand: Yadea; Model: null; Year: 2026; Mileage: null; Aftermarket mods: false.,Yadea,,2026.0,,False
1302,Brand: VinFast; Model: Klara S2; Year: 2024; Mileage: 6000; Aftermarket mods: false.,VinFast,Klara S2,2024.0,6000.0,False
1303,Brand: Yadea; Model: Quantum S2; Mileage: 24310 km; No aftermarket mods detected; Year not specified.,Yadea,Quantum S2,,24310.0,False
1304,No brand/model or mileage mentioned; no mods indicated.,,,,,False
1305,"Brand VinFast; Model Evo 200; Mileage 7,800 km; No aftermarket mods indicated.",VinFast,Evo 200,,7800.0,False
1306,Brand not in standard list; Model E-MEN Mini 1.0; Mileage/year not mentioned; No mods indicated.,,E-MEN Mini 1.0,,,False
1307,Brand Dibao; Model Vespa Galaxy; Year 2026 mentioned; Mileage not stated; No mods indicated.,Dibao,Vespa Galaxy,2026.0,,False
1313,Brand and model not specified in standard list; no exact year or mileage mentioned; assumed no aftermarket mods.,,,,,False
1314,Listed as Vespa Espero Classic Plus; brand not in allowed standard brands; model captured as 'Vespa Espero Classic Plus'; no exact mileage/year; mentions 5 large 60V batteries; no aftermarket mods.,,Vespa Espero Classic Plus,,,False
1315,Lihaze V1 electric bike; brand not in allowed list; model captured. Mileage not exact (mentions ~50km). No aftermarket mods.,,Lihaze V1,,,False
1316,"Vespa lướt zin; brand not in allowed list; model captured as 'Vespa lướt zin'; range stated 40-50km, but no exact mileage, so mileage is null.",,Vespa lướt zin,,,False
1317,VinFast Feliz 2; brand standard VinFast; mileage stated 200km; year not mentioned.,VinFast,Feliz 2,,200.0,False
1308,Brand: Yadea; Model: V1; no year/mileage stated in listing; no aftermarket mods mentioned.,Yadea,V1,,,False
1309,Brand not from the standard list; Model: Vespa; no year/mileage; no mods.,,Vespa,,,False
1310,Model: A11 (from 'Vingo A11'); brand not in standard list; no year/mileage; no mods.,,A11,,,False
1311,Brand: Yadea; Model: Vekoo; Year mentioned as 1/2026 (2026); mileage not stated.,Yadea,Vekoo,2026.0,,False
1312,Brand: Yadea; Model: Ocean Gấu Dâu; Year: 2024; Mileage: 5000 km; no mods.,Yadea,Ocean Gấu Dâu,2024.0,5000.0,False
1318,Brand not in standard list; model inferred as G9 from the title fragment; no mileage or year mentioned; no aftermarket mods indicated.,,JVC G9,,,False
1319,No brand/model specified; three-wheeled electric vehicle mentioned with no mileage/year; no aftermarket mods indicated.,,,,,False
1320,Brand VinFast identified; model EvoGrand; mileage 9000 km stated; no aftermarket mods mentioned.,VinFast,EvoGrand,,9000.0,False
1321,Brand VinFast identified; model Feliz; year 2025 stated; mileage 6500 km stated; no aftermarket mods mentioned.,VinFast,Feliz,2025.0,6500.0,False
1322,Brand VinFast identified; model Feliz; year 2025 stated; mileage 2000 km stated; mentions aftermarket mods (PPF gloss/paint protection and cosmetic tweaks).,VinFast,Feliz,2025.0,2000.0,True
